scaled_x,scaled_y
587.4936285495213,140.70586428418864
434.1623671891648,81.5159259819203
554.3458954180823,186.66477885846797
397.5475418117723,82.05191952497631
800.9490406516891,96.18625947603721
159.86640349248225,246.194122677136
671.8715081998602,226.21724032838267
648.1754928830668,295.534565688126
481.6742948643732,158.71558649641196
545.7927321969141,121.36954085464919
857.2699867056006,106.69778350519584
676.8477002686164,206.6838969160733
893.4454086602703,39.53550319287575
467.9164619766857,306.42320340253434
6.85596289256029,92.34650559503166
632.9834958235897,245.3195715315324
120.46028522365486,236.4104926939424
686.9211515659363,171.8819127976597
806.6007275236542,127.60236359985822
363.3567364762607,246.3799757944593
451.3524612704737,249.9883931792529
608.6254500772449,50.314072090275715
41.23475653076395,177.14256231566873
491.9480447488728,194.93941015592821
437.8521986450606,213.01643752994704
33.865496450524816,54.14121925212402
120.18854531100696,259.52540821852506
550.3659547969052,123.05980112420576
492.2313415822436,195.15674807439558
687.956241319912,162.58287358004412
45.25904943993129,157.0200467632489
620.7737132682153,145.7335614701546
555.4782171846884,220.5479603272309
101.4222860028655,243.18796410284716
454.5141686986505,17.630832707396905
462.9780342702371,267.07689698726597
581.1355749890308,75.3792854645967
484.4012152265102,161.92790012534738
463.88744050772175,173.94274341726873
637.5765302876778,181.60362907128638
828.7142621812088,84.3781151834973
373.9250195345288,252.8782595688279
226.8908052987788,18.02000916706868
725.4628089588708,201.70601866850325
578.0713560377446,118.34111254296567
762.6515372344195,161.29671625362863
287.41906356950904,67.73668595270709
785.3551961545857,145.1868810128891
554.7353203681076,89.61667094623186
702.1669099459477,219.76239214095847
561.9271873254027,131.53999553645338
626.7123515892586,169.18345096138233
486.97614845647416,44.58895776189132
751.5888071115935,162.67022470516991
834.1670289613934,75.63820315855912
32.36208692849421,7.810630439947204
790.5214282401145,143.80258965689092
814.4692113152967,131.77971518093761
550.5048141647615,165.15977976637572
77.70583369034085,36.099196321653835
818.2809274108297,110.19782790068535
591.1293781045576,203.40984555969118
667.0425586744644,144.27894125956806
75.72304437903655,151.0289594577191
644.8132304034507,107.37710648598107
458.2482722974552,106.23527049651761
418.0004383268071,292.6145743592451
345.67158622777583,306.6671466179036
307.4217050178134,136.4601836453416
592.273769720407,100.15355239907609
413.4432447430752,125.91053548959434
479.3481960828224,107.03386135968589
394.5750729495557,134.7575086371226
406.192374976929,46.894067562735586
691.0456578847584,156.74741846228414
494.6483248859861,66.90358659560184
546.9618405558354,312.4274093752075
778.6858110112861,141.26260771905572
646.8908153169139,147.7756259963989
496.3087065642462,64.83059721132332
124.70629148572388,255.5013690609034
515.9680706003363,115.6311958704996
739.477763296378,175.23736388382952
246.27624947600964,7.993507859601436
585.328653439411,110.56492660345702
514.5678238269523,252.6569060583444
109.47218620053316,180.2206015868788
676.9941253321473,163.52890546320504
577.2854213125072,201.50722286615678
772.4008978519884,127.4642336338627
765.3588701386872,162.44466362217605
791.8839427092236,119.1357038124927
676.908915081711,326.3858631962993
12.473812511201702,136.11250696929193
607.079531604094,229.44521636601718
806.6824915355942,133.13423356187013
666.7480735877447,180.05930597451305
220.34120499398696,270.2776917865145
395.9027243083005,72.79573995282078
69.10011132485756,41.054516861086825
648.9805502247017,163.10075696309264
428.55429527044186,195.947867696642
353.2640022723802,68.73511251256878
443.3955774541601,162.78322122472355
669.5519492569427,205.0850033636583
457.7217030843133,122.13771880776909
101.4222860028655,243.18796410284716
804.1623935702539,85.10764106366798
796.4556265236541,129.56366833129744
423.915642226079,261.5966537799759
15.68631589190488,148.94104358997134
763.2237250278363,159.20137714008263
538.9255169349393,141.41499223678875
755.966764235511,229.1503343260324
536.0368317407115,150.8063740723943
386.0012483264288,284.7477896245741
